Copper Inductance (H),Graphene Inductance (H),Final Inductance (H)
9.578961877642094e-07,1.908635615969e-07,1.5915205780708334e-07
9.576274008587654e-07,1.826419671661e-07,1.5338739881083103e-07
9.573587662826132e-07,1.754433928687e-07,1.4827149541721435e-07
9.570902839042842e-07,1.691356886412e-07,1.43735030274677e-07
9.568219535924655e-07,1.636107642779e-07,1.3971956424361495e-07
9.565537752159966e-07,2.380085176219e-07,1.905869182626931e-07
9.562857486438745e-07,2.235364144904e-07,1.8118382088385233e-07
9.560178737452475e-07,2.110743785295e-07,1.729005382141532e-07
9.557501503894186e-07,2.002721031316e-07,1.655764775321876e-07
9.554825784458448e-07,1.908635615969e-07,1.5908528985770671e-07
9.55215157784136e-07,1.826419671661e-07,1.5332537948663922e-07
9.549478882740552e-07,1.754433928687e-07,1.4821354368748203e-07
9.546807697855184e-07,1.691356886412e-07,1.436805700961477e-07
9.544138021885938e-07,1.636107642779e-07,1.3966810416963416e-07
9.541469853535026e-07,1.587790815099e-07,1.3612636676472386e-07
9.538803191506185e-07,2.235364144904e-07,1.8109729571832148e-07
9.536138034504653e-07,2.110743785295e-07,1.7282174236393356e-07
9.533474381237209e-07,2.002721031316e-07,1.6550421488214353e-07
9.530812230412129e-07,1.908635615969e-07,1.590185812843424e-07
9.528151580739216e-07,1.826419671661e-07,1.53263413428766e-07
9.525492430929764e-07,1.754433928687e-07,1.4815564016538648e-07
9.522834779696599e-07,1.691356886412e-07,1.436261539160282e-07
9.520178625754034e-07,1.636107642779e-07,1.3961668457854644e-07
9.517523967817889e-07,1.587790815099e-07,1.360775217451027e-07
9.514870804605489e-07,1.545656372559e-07,1.3296582032344243e-07
9.512219134835665e-07,2.110743785295e-07,1.7274302224989674e-07
9.509568957228724e-07,2.002721031316e-07,1.6543201889756443e-07
9.506920270506489e-07,1.908635615969e-07,1.5895193196823462e-07
9.504273073392257e-07,1.826419671661e-07,1.532015005319075e-07
9.501627364610839e-07,1.754433928687e-07,1.480977847565547e-07
9.498983142888504e-07,1.691356886412e-07,1.4357178164889287e-07
9.496340406953025e-07,1.636107642779e-07,1.3956530539229316e-07
9.493699155533656e-07,1.587790815099e-07,1.3602871419292433e-07
9.491059387361129e-07,1.545656372559e-07,1.3291921929968063e-07
9.488421101167654e-07,1.509069783784e-07,1.3019960397678985e-07
9.485784295686925e-07,2.002721031316e-07,1.6535988944399258e-07
9.483148969654096e-07,1.908635615969e-07,1.5888534179152513e-07
9.480515121805809e-07,1.826419671661e-07,1.5313964069157466e-07
9.477882750880164e-07,1.754433928687e-07,1.4803997736736006e-07
9.475251855616737e-07,1.691356886412e-07,1.4351745321000525e-07
9.472622434756561e-07,1.636107642779e-07,1.3951396653345695e-07
9.469994487042143e-07,1.587790815099e-07,1.3597994403682403e-07
9.467368011217438e-07,1.545656372559e-07,1.328726532146441e-07
9.464743006027873e-07,1.509069783784e-07,1.3015492386509415e-07
9.46211947022032e-07,1.477489455445e-07,1.2779416374393945e-07
9.459497402543117e-07,1.908635615969e-07,1.5881881063723756e-07
9.456876801746045e-07,1.826419671661e-07,1.5307783380407895e-07
9.454257666580337e-07,1.754433928687e-07,1.47982217904909e-07
9.451639995798682e-07,1.691356886412e-07,1.4346316851530583e-07
9.449023788155199e-07,1.636107642779e-07,1.394626679252502e-07
9.446409042405469e-07,1.587790815099e-07,1.359312112060271e-07
9.443795757306504e-07,1.545656372559e-07,1.3282612200254512e-07
9.441183931616756e-07,1.509069783784e-07,1.301102765711438e-07
9.438573564096112e-07,1.477489455445e-07,1.2775112135602323e-07
9.435964653505905e-07,1.450449424175e-07,1.2571990556810475e-07
9.433357198608887e-07,1.826419671661e-07,1.5301607976651854e-07
9.430751198169249e-07,1.754433928687e-07,1.4792450627702832e-07
9.428146650952611e-07,1.691356886412e-07,1.434089274814001e-07
9.425543555726014e-07,1.636107642779e-07,1.3941140949150397e-07
9.422941911257929e-07,1.587790815099e-07,1.3588251563033853e-07
9.420341716318248e-07,1.545656372559e-07,1.3277962559814266e-07
9.417742969678281e-07,1.509069783784e-07,1.3006566203381174e-07
9.41514567011076e-07,1.477489455445e-07,1.2770811000940002e-07
9.412549816389828e-07,1.450449424175e-07,1.2567825108759984e-07
9.40995540729105e-07,1.427545899033e-07,1.2395055716323694e-07
9.407362441591385e-07,1.754433928687e-07,1.4786684239225253e-07
9.404770918069229e-07,1.691356886412e-07,1.4335473002554678e-07
9.402180835504361e-07,1.636107642779e-07,1.3936019115665692e-07
9.399592192677977e-07,1.587790815099e-07,1.3583385724013255e-07
9.397004988372673e-07,1.545656372559e-07,1.327331639367326e-07
9.394419221372452e-07,1.509069783784e-07,1.300210801924806e-07
9.391834890462708e-07,1.477489455445e-07,1.2766512964684443e-07
9.389251994430239e-07,1.450449424175e-07,1.2563662616555393e-07
9.386670532063236e-07,1.427545899033e-07,1.2391006883392322e-07
9.384090502151279e-07,1.408426670196e-07,1.2246265748482747e-07
9.381511903485346e-07,3.02916110414e-07,2.2898122397233103e-07
9.378934734857801e-07,2.785393077818e-07,2.1475925583456623e-07
9.376358995062391e-07,2.582863625903e-07,2.0250360210955006e-07
9.373784682894249e-07,2.411830887923e-07,1.9182692069919728e-07
9.371211797149899e-07,2.265643189941e-07,1.824532677708926e-07
9.368640336627239e-07,2.139556163666e-07,1.741778755419232e-07
9.36607030012554e-07,2.03006674302e-07,1.6684379765780765e-07
9.363501686445464e-07,1.934514661006e-07,1.6032753656679884e-07
9.360934494389032e-07,1.850832050032e-07,1.5452977469537556e-07
9.358368722759658e-07,1.777379640391e-07,1.4936916220329203e-07
9.355804370362097e-07,2.785393077818e-07,2.1463774756856605e-07
9.353241436002505e-07,2.582863625903e-07,2.023955634107242e-07
9.350679918488376e-07,2.411830887923e-07,1.9172997178628778e-07
9.34811981662859e-07,2.265643189941e-07,1.8236556049332506e-07
9.34556112923338e-07,2.139556163666e-07,1.740979426420895e-07
9.343003855114339e-07,2.03006674302e-07,1.6677045343661756e-07
9.34044799308442e-07,1.934514661006e-07,1.6025980872256442e-07
9.337893541957937e-07,1.850832050032e-07,1.544668559895282e-07
9.335340500550548e-07,1.777379640391e-07,1.4931037523986672e-07
9.332788867679275e-07,1.71283593145e-07,1.447227875643373e-07
9.330238642162481e-07,2.582863625903e-07,2.022876448768148e-07
9.327689822819888e-07,2.411830887923e-07,1.916331252523375e-07
9.325142408472552e-07,2.265643189941e-07,1.8227794150447918e-07
9.322596397942884e-07,2.139556163666e-07,1.740180867195629e-07
9.320051790054632e-07,2.03006674302e-07,1.6669717701255235e-07
9.31750858363289e-07,1.934514661006e-07,1.6019214115714835e-07
9.314966777504082e-07,1.850832050032e-07,1.544039913586034e-07
9.312426370495976e-07,1.777379640391e-07,1.4925163720006296e-07
9.309887361437677e-07,1.71283593145e-07,1.4466760315676176e-07
9.307349749159614e-07,1.65612002115e-07,1.4059498120906815e-07
9.304813532493553e-07,2.411830887923e-07,1.9153638088501468e-07
9.302278710272587e-07,2.265643189941e-07,1.8219041062572438e-07
9.299745281331137e-07,2.139556163666e-07,1.739383076219023e-07
9.297213244504951e-07,2.03006674302e-07,1.666239682538173e-07
9.294682598631092e-07,1.934514661006e-07,1.6012453375523209e-07
9.292153342547954e-07,1.850832050032e-07,1.5434118070056807e-07
9.289625475095248e-07,1.777379640391e-07,1.4919294799265498e-07
9.287098995113998e-07,1.71283593145e-07,1.4461246329148358e-07
9.284573901446545e-07,1.65612002115e-07,1.405429018928548e-07
9.282050192936543e-07,1.606336526803e-07,1.3693577067300803e-07
9.279527868428962e-07,2.265643189941e-07,1.8210296767956377e-07
9.277006926770079e-07,2.139556163666e-07,1.7385860519766058e-07
9.27448736680748e-07,2.03006674302e-07,1.665508270295e-07
9.271969187390048e-07,1.934514661006e-07,1.6005698640228865e-07
9.269452387367984e-07,1.850832050032e-07,1.5427842391410597e-07
9.266936965592784e-07,1.777379640391e-07,1.4913430752707228e-07
9.264422920917246e-07,1.71283593145e-07,1.4455736788673788e-07
9.261910252195455e-07,1.65612002115e-07,1.4049086344999921e-07
9.25939895828281e-07,1.606336526803e-07,1.3688636892870083e-07
9.256889038036e-07,1.562735417596e-07,1.3370213001214583e-07
9.254380490312995e-07,2.139556163666e-07,1.7377897929636895e-07
9.25187331397307e-07,2.03006674302e-07,1.66477753209556e-07
9.249367507876778e-07,1.934514661006e-07,1.5998949898456944e-07
9.24686307088597e-07,1.850832050032e-07,1.54215720898606e-07
9.244360001863769e-07,1.777379640391e-07,1.4907571571338857e-07
9.241858299674591e-07,1.71283593145e-07,1.4450231686135324e-07
9.239357963184137e-07,1.65612002115e-07,1.4043886580654738e-07
9.23685899125937e-07,1.606336526803e-07,1.3683700497581762e-07
9.234361382768547e-07,1.562735417596e-07,1.336550357800436e-07
9.231865136581199e-07,1.524682162154e-07,1.308566746023776e-07
9.229370251568125e-07,2.03006674302e-07,1.6640474666479504e-07
9.226876726601396e-07,1.934514661006e-07,1.5992207138909185e-07
9.224384560554362e-07,1.850832050032e-07,1.5415307155415054e-07
9.221893752301631e-07,1.777379640391e-07,1.4901717246231117e-07
9.219404300719083e-07,1.71283593145e-07,1.4444731013474193e-07
9.216916204683864e-07,1.65612002115e-07,1.4038690888908708e-07
9.214429463074381e-07,1.606336526803e-07,1.3678767874688934e-07
9.211944074770301e-07,1.562735417596e-07,1.3360797674544652e-07
9.209460038652548e-07,1.524682162154e-07,1.308115653894409e-07
9.206977353603313e-07,1.491635167149e-07,1.28366656677584e-07
9.204496018506036e-07,1.934514661006e-07,1.598547035036267e-07
9.202016032245409e-07,1.850832050032e-07,1.54090475781504e-07
9.19953739370738e-07,1.777379640391e-07,1.4895867768517048e-07
9.197060101779147e-07,1.71283593145e-07,1.4439234762689004e-07
9.194584155349155e-07,1.65612002115e-07,1.4033499262473864e-07
9.192109553307091e-07,1.606336526803e-07,1.3673839017494497e-07
9.189636294543905e-07,1.562735417596e-07,1.3356095284629394e-07
9.187164377951764e-07,1.524682162154e-07,1.3076648918928033e-07
9.184693802424094e-07,1.491635167149e-07,1.283232496323038e-07
9.18222456685556e-07,1.463128469212e-07,1.2620318113401957e-07
9.179756670142049e-07,1.850832050032e-07,1.5402793348210201e-07
9.177290111180713e-07,1.777379640391e-07,1.4890023129390983e-07
9.174824888869905e-07,1.71283593145e-07,1.443374292583481e-07
9.172361002109236e-07,1.65612002115e-07,1.4028311694114626e-07
9.169898449799537e-07,1.606336526803e-07,1.3668913919350302e-07
9.167437230842862e-07,1.562735417596e-07,1.3351396402098594e-07
9.164977344142504e-07,1.524682162154e-07,1.3072144594436087e-07
9.162518788602976e-07,1.491635167149e-07,1.282798737610228e-07
9.160061563130016e-07,1.463128469212e-07,1.261612266366978e-07
9.15760566663058e-07,1.438758277404e-07,1.2434058535224208e-07
9.155151098012848e-07,1.777379640391e-07,1.4884183320107533e-07
9.152697856186216e-07,1.71283593145e-07,1.4428255495022175e-07
9.1502459400613e-07,1.65612002115e-07,1.4023128176646907e-07
9.147795348549928e-07,1.606336526803e-07,1.3663992573656336e-07
9.145346080565137e-07,1.562735417596e-07,1.3346701020837558e-07
9.142898135021188e-07,1.524682162154e-07,1.3067643559757636e-07
9.140451510833537e-07,1.491635167149e-07,1.2823652901000086e-07
9.138006206918858e-07,1.463128469212e-07,1.2611930176948454e-07
9.135562222195025e-07,1.438758277404e-07,1.242998617870603e-07
9.133119555581122e-07,1.4181723819e-07,1.2275594297894122e-07
9.130678205997437e-07,3.064701526273e-07,2.2945413794522615e-07
9.128238172365444e-07,2.819530601401e-07,2.1541550854559768e-07
9.125799453607838e-07,2.615598250935e-07,2.032928761113762e-07
9.123362048648489e-07,2.443162614404e-07,1.927100639497346e-07
9.12092595641249e-07,2.295572017871e-07,1.833989937174922e-07
9.118491175826105e-07,2.168082093045e-07,1.7516067067426926e-07
9.116057705816794e-07,2.057189773849e-07,1.678425249628913e-07
9.11362554531322e-07,1.960234793284e-07,1.613244644653688e-07
9.111194693245229e-07,1.875149283759e-07,1.5550987880033878e-07
9.108765148543844e-07,1.800293975568e-07,1.5031960900773206e-07
9.106336910141291e-07,2.819530601401e-07,2.1529331564316824e-07
9.103909976970964e-07,2.615598250935e-07,2.0318404620199407e-07
9.101484347967457e-07,2.443162614404e-07,1.9261226754715363e-07
9.099060022066526e-07,2.295572017871e-07,1.833104175929065e-07
9.096636998205118e-07,2.168082093045e-07,1.7507987214753023e-07
9.094215275321348e-07,2.057189773849e-07,1.6776833576648117e-07
9.091794852354528e-07,1.960234793284e-07,1.612559246981286e-07
9.089375728245113e-07,1.875149283759e-07,1.5544619003536704e-07
9.086957901934754e-07,1.800293975568e-07,1.5026010007996194e-07
9.084541372366262e-07,1.734347368075e-07,1.45631874006029e-07
9.082126138483617e-07,2.615598250935e-07,2.0307533714913795e-07
9.079712199231975e-07,2.443162614404e-07,1.9251457430102637e-07
9.077299553557646e-07,2.295572017871e-07,1.832219305573523e-07
9.074888200408116e-07,2.168082093045e-07,1.7499915138215025e-07
9.072478138732018e-07,2.057189773849e-07,1.6769421511104097e-07
9.070069367479162e-07,1.960234793284e-07,1.6118744589906152e-07
9.06766188560051e-07,1.875149283759e-07,1.5538255597211217e-07
9.065255692048177e-07,1.800293975568e-07,1.502006406359594e-07
9.062850785775438e-07,1.734347368075e-07,1.4557602058975609e-07
9.060447165736724e-07,1.676228559225e-07,1.414532830049801e-07
9.058044830887622e-07,2.443162614404e-07,1.9241698400527296e-07
9.055643780184852e-07,2.295572017871e-07,1.831335324376469e-07
9.053244012586313e-07,2.168082093045e-07,1.7491850823054717e-07
9.050845527051017e-07,2.057189773849e-07,1.6762016286919527e-07
9.048448322539153e-07,1.960234793284e-07,1.6111902795693502e-07
9.046052398012033e-07,1.875149283759e-07,1.553189765123713e-07
9.043657752432125e-07,1.800293975568e-07,1.5014123058813201e-07
9.041264384763034e-07,1.734347368075e-07,1.4552021221119152e-07
9.038872293969495e-07,1.676228559225e-07,1.4140059053034692e-07
9.036481479017402e-07,1.625042166328e-07,1.377351298663236e-07
9.034091938873764e-07,2.295572017871e-07,1.8304522306159496e-07
9.031703672506739e-07,2.168082093045e-07,1.7483794254600167e-07
9.02931667888561e-07,2.057189773849e-07,1.6754617891433199e-07
9.026930956980799e-07,1.960234793284e-07,1.6105067076119915e-07
9.024546505763853e-07,1.875149283759e-07,1.5525545155855835e-07
9.022163324207442e-07,1.800293975568e-07,1.5008186984944946e-07
9.019781411285374e-07,1.734347368075e-07,1.454644487919646e-07
9.017400765972576e-07,1.676228559225e-07,1.413479393594125e-07
9.015021387245105e-07,1.625042166328e-07,1.3768517275164583e-07
9.012643274080127e-07,1.58003815857e-07,1.3443546257071895e-07
9.010266425455939e-07,2.168082093045e-07,1.747574541826445e-07
9.007890840351966e-07,2.057189773849e-07,1.674722631205909e-07
9.00551651774872e-07,1.960234793284e-07,1.609823742019762e-07
9.00314345662786e-07,1.875149283759e-07,1.551919810136943e-07
9.000771655972142e-07,1.800293975568e-07,1.5002255833343455e-07
8.998401114765447e-07,1.734347368075e-07,1.4540873025421299e-07
8.996031831992751e-07,1.676228559225e-07,1.4129532942142562e-07
8.993663806640148e-07,1.625042166328e-07,1.3763525379432854e-07
8.99129703769485e-07,1.58003815857e-07,1.3438787202221014e-07
8.988931524145157e-07,1.540582004578e-07,1.3151781522200293e-07
8.986567264980489e-07,2.057189773849e-07,1.6739841536285242e-07
8.984204259191358e-07,1.960234793284e-07,1.6091413817005087e-07
8.981842505769387e-07,1.875149283759e-07,1.5512856478139802e-07
8.97948200370729e-07,1.800293975568e-07,1.4996329595415497e-07
8.977122751998894e-07,1.734347368075e-07,1.4535305652057476e-07
8.974764749639103e-07,1.676228559225e-07,1.412427606460983e-07
8.972407995623937e-07,1.625042166328e-07,1.3758537292995215e-07
8.9700524889505e-07,1.58003815857e-07,1.3434031697394525e-07
8.967698228616983e-07,1.540582004578e-07,1.314722695522635e-07
8.965345213622684e-07,1.506132111021e-07,1.2895023208279757e-07
8.962993442967973e-07,1.960234793284e-07,1.6084596255685969e-07
8.960642915654325e-07,1.875149283759e-07,1.5506520276587712e-07
8.95829363068429e-07,1.800293975568e-07,1.4990408262621458e-07
8.955945587061499e-07,1.734347368075e-07,1.452974275141807e-07
8.953598783790686e-07,1.676228559225e-07,1.4119023296359885e-07
8.951253219877644e-07,1.625042166328e-07,1.3753553009452243e-07
8.948908894329261e-07,1.58003815857e-07,1.342927973667908e-07
8.946565806153505e-07,1.540582004578e-07,1.314267571362815e-07
8.944223954359411e-07,1.506132111021e-07,1.2890644894340797e-07
8.941883337957097e-07,1.476222514534e-07,1.2670450552844374e-07
8.939543955957754e-07,1.875149283759e-07,1.5500189487191887e-07
8.937205807373645e-07,1.800293975568e-07,1.4984491826474536e-07
8.934868891218113e-07,1.734347368075e-07,1.4524184315864663e-07
8.932533206505556e-07,1.676228559225e-07,1.4113774630454422e-07
8.93019875225145e-07,1.625042166328e-07,1.3748572522446368e-07
8.92786552747234e-07,1.58003815857e-07,1.3424531314200642e-07
8.925533531185828e-07,1.540582004578e-07,1.3138127791935265e-07
8.923202762410593e-07,1.506132111021e-07,1.2886269715871e-07
8.920873220166359e-07,1.476222514534e-07,1.2666223561797888e-07
8.918544903473924e-07,1.450449424175e-07,1.2475557330790568e-07
8.916217811355153e-07,1.800293975568e-07,1.4978580278539927e-07
8.913891942832943e-07,1.734347368075e-07,1.4518630337806575e-07
8.911567296931278e-07,1.676228559225e-07,1.4108530059999354e-07
8.909243872675173e-07,1.625042166328e-07,1.3743595825661217e-07
8.906921669090711e-07,1.58003815857e-07,1.3419786424123827e-07
8.904600685205027e-07,1.540582004578e-07,1.313358318471379e-07
8.902280920046298e-07,1.506132111021e-07,1.288189766777195e-07
8.899962372643752e-07,1.476222514534e-07,1.2661999545938772e-07
8.897645042027681e-07,1.450449424175e-07,1.247145952317384e-07
8.895328927229405e-07,1.42846063012e-07,1.2308103622152057e-07
8.893014027281293e-07,3.099654732274e-07,2.2985103288105564e-07
8.890700341216762e-07,2.853140606662e-07,2.1599763039852022e-07
8.888387868070271e-07,2.647865055456e-07,2.040112313002959e-07
8.886076606877318e-07,2.474086218186e-07,1.9352644856740997e-07
8.88376655667444e-07,2.325152420913e-07,1.8428281404638588e-07
8.881457716499213e-07,2.196319295347e-07,1.7608692549684015e-07
8.879150085390253e-07,2.08408377541e-07,1.6879045788266522e-07
8.8768436623872e-07,1.985785594105e-07,1.6227662612489004e-07
8.87453844653074e-07,1.89935688384e-07,1.5645145207421345e-07
8.872234436862587e-07,1.823158374909e-07,1.5123790965320095e-07
8.869931632425482e-07,2.853140606662e-07,2.1587482873652242e-07
8.867630032263201e-07,2.647865055456e-07,2.039016777679203e-07
